"dokusen","独占","monopoly"
"dokusha","読者","reader"
"dokusho","読書","reading"
"dokutoku","独特","peculiarity"
"donburi","丼","porcelain bowl"
"donichi","土日","weekend"
"dono","殿","Mr."
"dorei","奴隷","slave"
"doro","泥","mud"
"doryoku","努力","effort"
"dou","如何","how"
"dou","同","the same"
"dou","堂","temple"
"doudou","堂々","magnificent"
"douga","動画","video"
"dougu","道具","tool"
"douhou","同胞","brethren"
"doujini","同時に","coincident with"
"douki","同期","same period"
"doukyo","同居","coexistence"
"doukyuusei","同級生","classmate"
"doumei","同盟","alliance"
"dounyuu","導入","introduction"
"douro","道路","road"
"douryou","同僚","coworker"
"doushi","同士","fellow"
"doutoku","道徳","morals"
"doutou","同等","equality"
"douyou","同様","identical"
"doyoubi","土曜日","Saturday"
"e","江","inlet"
"e","柄","handle"
"e","絵","picture"
"ebi","海老","prawn"
"eda","枝","branch"
"edo","江戸","Edo (old name of Tokyo)"
"egaku","描く","to draw"
"egao","笑顔","smiling face"
"ehon","絵本","picture book"
"eibun","英文","English writing"
"eien","永遠","eternity"
"eiga","映画","movie"
"eigo","英語","English (language)"
"eigyou","営業","business"
"eikoku","英国","Great Britain"
"eikyou","影響","influence"
"eikyuu","永久","eternity"
"eiri","営利","money-making"
"eisei","衛星","(natural) satellite"
"eisei","衛生","hygiene"
"eiyou","栄養","nutrition"
"eizou","映像","image (on a screen)"
"eki","液","liquid"
"eki","駅","railway station"
"ekimae","駅前","in front of a station"
"ekishou","液晶","liquid crystal"
"ekitai","液体","liquid"
"emoji","絵文字","emoji"
"en","円","yen"
"enchou","延長","extension"
"engan","沿岸","coast"
"engeki","演劇","drama"
"engi","演技","acting"
"enjo","援助","assistance"
"enkai","宴会","party"
"enki","延期","postponement"
"enpitsu","鉛筆","pencil"
"enryo","遠慮","reserve"
"ensei","遠征","expedition"
"enshou","炎症","inflammation"
"enshutsu","演出","production (e.g. play)"
"ensou","演奏","musical performance"
"erabu","選ぶ","to choose"
"erai","偉い","great"
"esa","餌","(animal) feed"
"etsuran","閲覧","inspection"
"fu","負","negative"
"fuan","不安","anxiety"
"fuben","不便","inconvenience"
"fuchi","縁","rim"
"fudan","普段","usual"
"fude","筆","writing brush"
"fudousan","不動産","real estate"
"fue","笛","flute"
"fueru","増える","to increase"
"fuhen","普遍","universal"
"fujisan","富士山","Mount Fuji"
"fujiyuu","不自由","discomfort"
"fujuubun","不十分","insufficient"
"fuka","負荷","burden"
"fukai","不快","displeasure"
"fukai","深い","deep"
"fukaketsu","不可欠","indispensable"
"fukanou","不可能","impossible"
"fukin","付近","neighbourhood"
"fukkatsu","復活","revival (e.g. musical)"
"fukki","復帰","return"
"fukkou","復興","revival"
"fukkyuu","復旧","restoration"
"fukou","不幸","unhappiness"
"fuku","吹く","to blow (e.g. wind)"
"fuku","服","clothes (esp. Western clothes)"
"fuku","副","assistant"
"fuku","福","good fortune"
"fukugou","複合","composite"
"fukumu","含む","to contain"
"fukuoka","福岡","Fukuoka (city)"
"fukuro","袋","bag"
"fukusayou","副作用","side effect"
"fukushi","福祉","welfare"
"fukusou","服装","garments"
"fukusuu","複数","plural"
"fukuzatsu","複雑","complex"
"fukyou","不況","recession"
"fukyuu","普及","diffusion"
"fuman","不満","dissatisfaction"
"fumei","不明","unclear"
"fumi","文","letter"
"fumu","踏む","to step on"
"fun","分","minute (unit of time)"
"fun'iki","雰囲気","atmosphere"
"fune","船","ship"
"funin","赴任","moving to a different location to start a new job"
"funsou","紛争","dispute"
"fureru","触れる","to touch"
"furi","振り","swing"
"furikaeru","振り返る","to turn head"
"furikomi","振込","payment made via bank deposit transfer"
"furo","風呂","bath"
"furu","降る","to fall (of rain, snow, ash, etc.)"
"furui","古い","old"
"furusato","故郷","home town"
"furyou","不良","bad"
"fusai","夫妻","husband and wife"
"fusegu","防ぐ","to defend against"
"fushigi","不思議","wonderful"
"fusoku","不足","insufficiency"
"futa","蓋","cover"
"futan","負担","burden"
"futatabi","再び","again"
"futatsu","二つ","two"
"futoi","太い","fat"
"futokoro","懐","bosom"
"futon","布団","futon"
"futsuu","普通","general"
"fuufu","夫婦","married couple"
"fuukei","風景","scenery"
"fuyasu","増やす","to increase"
"fuyo","付与","grant"
"fuyu","冬","winter"
"fuzoku","付属","attached"
"gai","街","... street"
"gaikoku","外国","foreign country"
"gainen","概念","general idea"
"gaitou","該当","corresponding to"
"gaiyou","概要","outline"
"gakka","学科","study subject"
"gakki","楽器","musical instrument"
"gakkou","学校","school"
"gakkyoku","楽曲","musical composition"
"gaku","学","learning"
"gaku","額","picture (framed)"
"gakuen","学園","educational institution"
"gakufu","楽譜","score"
"gakusei","学生","student (esp. a university student)"
"gakushou","楽章","(musical) movement"
"gakushuu","学習","study"
"gaman","我慢","patience"
"gamen","画面","screen (of a TV, computer, etc.)"
"ganbari","頑張り","tenacity"
"ganbaru","頑張る","to persevere"
"ganbou","願望","desire"
"gappei","合併","merger (of companies, towns, etc.)"
"gareki","瓦礫","rubble"
"gasshou","合唱","chorus"
"gasshuku","合宿","lodging together"
"gazou","画像","image"
"gei","芸","art"
"geijutsu","芸術","(fine) art"
"geinin","芸人","entertainer (esp. in a traditional art)"
"geinou","芸能","public entertainment"
"gejun","下旬","last third of a month"
"geki","劇","drama"
"gekijou","劇場","theatre"
"gekiteki","劇的","dramatic"
"gen'eki","現役","active duty"
"gen'in","原因","cause"
"gendai","現代","nowadays"
"gengo","言語","language"
"genjiten","現時点","present point (i.e. in history)"
"genjitsu","現実","reality"
"genjou","現状","present condition"
"genkai","限界","limit"
"genkan","玄関","entrance"
"genki","元気","lively"
"genkou","原稿","manuscript"
"genkyuu","言及","reference"
"genmitsu","厳密","strict"
"genpatsu","原発","primary (e.g. primary immunodeficiency syndrome)"
"gensaku","原作","original work"
"gensen","源泉","source (of a spring, etc.)"
"genshi","原子","atom"
"genshiryoku","原子力","atomic energy"
"genshou","減少","decrease"
"genshou","現象","phenomenon"
"gensoku","原則","principle"
"gensou","幻想","fantasy"
"gentei","限定","limit"
"genzai","現在","now"
"genzou","現像","development (of film)"
"geri","下痢","diarrhea"
"getsumatsu","月末","end of the month"
"getsuyoubi","月曜日","Monday"
"gibo","義母","mother-in-law"
"gienkin","義援金","donation money (esp. disaster relief or charity)"
"gifu","岐阜","Gifu (city)"
"gihou","技法","technique"
"giin","議員","member of an assembly"
"gijutsu","技術","technology"
"gikai","議会","congress"
"gimon","疑問","doubt"
"gimu","義務","duty"
"gin","銀","silver (Ag)"
"ginga","銀河","Milky Way"
"ginkou","銀行","bank"
"ginza","銀座","Ginza (shopping district in Tokyo)"
"giron","議論","argument"
"gisei","犠牲","sacrifice"
"gishiki","儀式","ceremony"
"go","五","five"
"go","御","honorific/polite/humble prefix"
"go","語","language"
"gobusata","ご無沙汰","not writing or contacting for a while"
"gogo","午後","afternoon"
"gohan","ご飯","cooked rice"
"gokai","誤解","misunderstanding"
"gokan","互換","interchange"
"goku","極","quite"
"goraku","娯楽","pleasure"
"goran","ご覧","seeing"
"goshi","越し","across"
"goto","毎","each"
"gou","号","number"
"gouka","豪華","wonderful"
"gozen","午前","morning"
"gozonji","ご存じ","knowing"
"gu","具","tool"
"guai","具合","condition"
"guchi","愚痴","idle complaint"
"gun","軍","army"
"gun","郡","district"
"gun","群","group"
"gundan","軍団","army corps"
"gunji","軍事","military affairs"
"guntai","軍隊","armed forces"
"gutai","具体","concrete"
"guuzen","偶然","coincidence"
"gyaku","逆","reverse"
"gyakusatsu","虐殺","atrocity"
"gyakutai","虐待","abuse"
"gyakuten","逆転","(sudden) change"
"gyoukai","業界","business world"
"gyoumu","業務","business"
"gyouretsu","行列","line"
"gyouseki","業績","achievement"
"gyuuniku","牛肉","beef"
"gyuunyuu","牛乳","(cow's) milk"
"ha","刃","edge (of a knife or sword)"
"ha","派","clique"
"ha","歯","tooth"
"ha","葉","leaf"
"haaku","把握","grasp"
"haba","幅","width"
"habahiroi","幅広い","extensive"
"hachi","八","eight"
"hachi","鉢","bowl"
"hada","肌","skin"
"hadaka","裸","nakedness"
"hade","派手","showy"
"hagemashi","励まし","encouragement (as an abstract concept)"
"hageshii","激しい","violent"
"haha","母","mother"
"hahaoya","母親","mother"
"haichi","配置","arrangement (of resources)"
"haifu","配布","distribution"
"haigo","背後","back"
"haijin","俳人","haiku poet"
"haijo","排除","exclusion"
"haikei","背景","background"
"haiken","拝見","seeing"
"haiki","排気","exhaust"
"haiki","廃棄","disposal"
"haiku","俳句","haiku"
"hairetsu","配列","arrangement"
"hairyo","配慮","consideration"
"haisha","歯医者","dentist"
"haishi","廃止","abolition"
"haishin","配信","distribution (of information, etc.)"
"haishutsu","排出","evacuation"
"haiyuu","俳優","actor"
"haji","恥","shame"
"hajiku","弾く","to flip"
"hajimari","始まり","origin"
"hajimaru","始まる","to begin"
"hajime","始め","beginning"
"hajimeru","始める","to start"
"hajimete","初めて","for the first time"
"haka","墓","gravesite"
"hakai","破壊","destruction"
"hakase","博士","expert"
"haken","派遣","dispatch"
"hakike","吐き気","nausea"
"hakken","発見","discovery"
"hakki","発揮","show (of power, ability, etc.)"
"hakkou","発酵","fermentation"
"hako","箱","box"
"hakubutsukan","博物館","museum"
"hakujin","白人","white person"
"hakuryoku","迫力","impressiveness"
"hakushu","拍手","clapping hands"
"hama","浜","beach"
"han","反","anti-"
"han","半","half"
"han","版","edition"
"han","班","group"
"han'ei","反映","reflection (light, image, situation, attitude, etc.)"
"han'i","範囲","extent"
"han'you","汎用","generic"
"hana","花","flower"
"hana","鼻","nose"
"hanabi","花火","fireworks"
"hanami","花見","cherry blossom viewing"
"hanareru","離れる","to be separated"
"hanashi","話","talk"
"hanayaka","華やか","showy"
"hanazono","花園","flower garden"
"hanbai","販売","sales"
"hanbun","半分","half"
"handan","判断","judgment"
"hane","羽","feather"
"hankei","半径","radius"
"hanmei","判明","establishing"
"hannin","犯人","offender"
"hannou","反応","reaction"
"hansei","反省","reflection"
"hansha","反射","reflection"
"hanshin","阪神","Osaka-Kobe"
"hanshoku","繁殖","breeding"
"hantai","反対","opposition"
"hanzai","犯罪","crime"
"happa","葉っぱ","leaf"
"happyou","発表","announcement"
"hara","腹","abdomen"
"harai","払い","payment"
"harau","払う","to pay (e.g. money, bill)"
"hare","晴れ","clear weather"
"hari","針","needle"
"haru","春","spring"
"hasei","派生","derivation"
"hashi","端","end (e.g. of street)"
"hashi","箸","chopsticks"
"hashi","橋","bridge"
"hashira","柱","pillar"
"hashiri","走り","running"
"hashiru","走る","to run"
"hason","破損","damage"
"hassei","発生","outbreak"
"hasshou","発症","outbreak of an illness"
"hata","旗","flag"
"hatake","畑","field (for fruits, vegetables, etc.)"
"hatan","破綻","failure"
"hataraki","働き","work"
"hataraku","働く","to work"
"hatashite","果たして","as was expected"
"hatsu","初","first"
"hatsubai","発売","sale"
"hatsuden","発電","generation (e.g. power)"
"hatsugen","発言","statement"
"hatten","発展","development"
"haya","早","already"
"hayai","早い","fast"
"hayaku","早く","early"
"hayashi","林","woods"
"hazukashii","恥ずかしい","embarrassing"
"hebi","蛇","snake"
"hei","兵","(common) soldier"
"heijitsu","平日","weekday"
"heiki","平気","coolness"
"heiki","兵器","arms"
"heikin","平均","average"
"heikou","並行","going side-by-side"
"heisa","閉鎖","closing"
"heisei","平成","Heisei era (January 8, 1989-April 30, 2019)"
"heisha","弊社","our firm"
"heishi","兵士","soldier"
"heiten","閉店","closing up shop (for the day)"
"heiwa","平和","peace"
"heiyou","併用","using together (jointly)"
"hen","辺","area"
"hen","変","strange"
"hen","編","compilation (of a text)"
"henji","返事","reply"
"henka","変化","change"
"henkaku","変革","change"
"henkan","変換","change"
"henken","偏見","prejudice"
"henkou","変更","change"
"henkyaku","返却","return of something"
"hensai","返済","repayment"
"hensei","編成","composition"
"henshin","返信","reply"
"henshuu","編集","editing"
"hentou","返答","reply"
"herasu","減らす","to abate"
"heru","減る","to decrease (in size or number)"
"heya","部屋","room"
"hi","火","fire"
"hi","日","day"
"hi","比","ratio"
"hi","灯","light"
"hi","否","no"
"hi","非","fault"
"hi","費","cost"
"hibaku","被爆","being bombed"
"hibiki","響き","echo"
"hibiku","響く","to resound"
"hidari","左","left"
"hidarigawa","左側","left"
"hidarite","左手","left hand"
"hidariue","左上","upper left"
"hidoi","酷い","cruel"
"hifu","皮膚","skin"
"higai","被害","(suffering) damage"
"higashi","東","east"
"higeki","悲劇","tragedy"
"hihan","批判","criticism"
"hihyou","批評","criticism"
"hijou","非常","emergency"
"hikae","控え","reserve"
"hikaeme","控えめ","moderate"
"hikaku","比較","comparison"
"hikakuteki","比較的","comparatively"
"hikari","光","light"
"hikaru","光る","to shine"
"hiketsu","秘訣","secret (method, trick, etc.)"
"hiki","匹","counter for small animals"
"hikitsuzuki","引き続き","continuously"
"hikkoshi","引っ越し","moving (dwelling, office, etc.)"
"hikou","飛行","aviation"
"hikouki","飛行機","aeroplane"
"hikui","低い","low (rank, degree, value, content, quality, etc.)"
"hima","暇","spare time"
"himan","肥満","corpulence"
"hime","姫","young lady of noble birth"
"himitsu","秘密","secret"
"hinan","非難","criticism"
"hinan","避難","taking refuge"
"hindo","頻度","frequency (of occurrence)"
"hiniku","皮肉","irony"
"hinkon","貧困","poverty"
"hinpan","頻繁","frequent"
"hiritsu","比率","ratio"
"hiroba","広場","plaza"
"hirogaru","広がる","to spread (out)"
"hiroi","広い","spacious"
"hiroshima","広島","Hiroshima (city)"
"hirou","疲労","fatigue"
"hirou","披露","announcement"
"hiru","昼","noon"
"hiruma","昼間","daytime"
"hirune","昼寝","nap (afternoon)"
"hisabisa","久々","(in a) long time"
"hisai","被災","being a victim of (some disaster)"
"hisan","悲惨","disastrous"
"hisashiburi","久しぶり","a long time (since the last time)"
"hisho","秘書","(private) secretary"
"hisoka","密か","secret"
"hissha","筆者","writer"
"hisshi","必死","frantic"
"hissu","必須","indispensable"
"hitei","否定","denial"
"hitobito","人々","each person"
"hitoiki","一息","one breath"
"hitokoto","一言","single word"
"hitomi","瞳","pupil (of eye)"
"hitotsu","一つ","one"
"hitsuji","未","eighth sign of the Chinese zodiac (The Ram, 1pm-3pm, south-southwest, June)"
"hitsuji","羊","sheep (Ovis aries)"
"hitsuyou","必要","necessary"
"hitteki","匹敵","to be a match for"
"hiyake","日焼け","sunburn"
"hiyaku","飛躍","leaping"
"hiyou","費用","cost"
"hiza","膝","knee"
"hizashi","日差し","sunlight"
"ho","歩","step"
"hobo","略","almost"
"hodo","程","degree"
"hogo","保護","protection"
"hoikuen","保育園","nursery school"
"hojo","補助","assistance"
"hoka","他","other (place, thing, person)"
"hokan","保管","charge"
"hoken","保険","insurance"
"hoken","保健","preservation of health"
"hokkaidou","北海道","Hokkaido (island, prefectural-level administrative unit)"
"hokori","誇り","pride"
"hokoru","誇る","to boast of"
"hokyuu","補給","supply"
"hon","本","book"
"hon'ya","本屋","bookstore"
"hon'yaku","翻訳","translation"
"hondana","本棚","bookshelves"
"hone","骨","bone"
"honkaku","本格","original method or procedure"
"honkon","香港","Hong Kong"
"honoo","炎","flame"
"honshitsu","本質","essence"
"honsho","本書","text"
"honten","本店","head office"
"hontouni","本当に","really"
"hosei","補正","correction"
"hoshi","星","star (usu. not including the Sun)"
"hoshii","欲しい","wanted"
"hoshou","保証","guarantee"
"hoshou","補償","compensation"
"hoshu","保守","maintenance"
"hosoi","細い","thin"
"hosoku","補足","supplement"
"hotoke","仏","Buddha"
"hou","法","law"
"hou","砲","gun"
"houchi","放置","leaving as is"
"houchou","包丁","kitchen knife"
"houdai","放題","(doing) as one pleases"
"houdou","報道","information"
"houei","放映","televising"
"houfu","豊富","abundant"
"houhou","方法","method"
"houjin","法人","corporate body"
"houkai","崩壊","collapse"
"houki","放棄","abandonment"
"houkoku","報告","report"
"houkou","方向","direction"
"houmon","訪問","call"
"houritsu","法律","law"
"houseki","宝石","gem"
"housha","放射","radiation"
"houshanou","放射能","radioactivity"
"houshasen","放射線","radiation"
"houshiki","方式","form"
"houshin","方針","policy"
"houshuu","報酬","remuneration"
"housoku","法則","law"
"housou","放送","broadcast"
"hozon","保存","preservation"
"hyou","票","vote"
"hyouban","評判","fame"
"hyougen","表現","expression"
"hyouji","表示","indication"
"hyoujou","表情","facial expression"
"hyoujun","標準","standard"
"hyouka","評価","valuation"
"hyoukou","標高","elevation"
"hyouron","評論","criticism"
"hyoushi","表紙","cover (of a book, magazine, etc.)"
"i","医","medicine"
"i","胃","stomach"
"ichi","一","one"
"ichi","市","market"
"ichi","位置","place"
"ichiba","市場","(town) market"
"ichiban","一番","number one"
"ichibu","一部","one part"
"ichido","一度","once"
"ichiou","一応","more or less"
"ichiran","一覧","look"
"idai","偉大","great"
"idaku","抱く","to embrace"
"iden","遺伝","heredity"
"idenshi","遺伝子","gene"
"idou","移動","movement"
"ie","家","house"
"igai","以外","with the exception of"
"igai","意外","unexpected"
"igaku","医学","medical science"
"igokochi","居心地","comfort"
"iin","委員","committee member"
"iiwake","言い訳","excuse"
"iji","維持","maintenance"
"ijou","以上","not less than"
"ijou","異常","strangeness"
"ika","以下","not exceeding"
"ikari","怒り","anger"
"ike","池","pond"
"iken","意見","opinion"
"iki","生き","living"
"iki","行き","the way there"
"iki","息","breath"
"ikioi","勢い","force"
"ikisatsu","経緯","details"
"ikkaku","一角","corner"
"ikkan","一貫","consistency"
"ikkan","一環","link (e.g. in a chain of events)"
"ikkatsu","一括","lumping together"
"ikou","以降","on and after"
"ikou","移行","switching over to"
"iku","行く","to go"
"iku","幾","some"
"ikuji","育児","childcare"
"ikusa","戦","war"
"ikusei","育成","rearing"
"ikutsu","幾つ","how many?"
"ima","今","now"
"imagoro","今頃","about this time"
"imasara","今更","now (after such a long time)"
"imi","意味","meaning"
"imin","移民","emigrant"
"imo","芋","tuber"
