稚,immature,chi,"幼稚園 - youchien - kindergarten
稚拙 - chisetsu - unskillful, childish, immature, naive, artless, clumsy, crude
幼稚 - youchi - infancy; childish, infantile, immature, primitive"
緻,fine (not coarse),chi,"緻密 - chimitsu - minute, fine, delicate, accurate, precise, elaborate
精緻 - seichi - delicate, minute, subtle
巧緻 - kouchi - elaborate, exquisite, detailed"
畜,livestock,chiku,"家畜 - kachiku - domestic animals, livestock, cattle
畜産 - chikusan - animal husbandry, livestock industry
鬼畜 - kichiku - brute, savage, fiend"
逐,pursue,chiku,"駆逐 - kuchiku - extermination, expulsion, destruction
逐一 - chikuichi - one by one, in detail, minutely
逐次 - chikuji - successively, one after another, sequentially"
朕,majestic plural,chin,
陳,exhibit,chin,"陳列 - chinretsu - exhibition, display, putting on show
新陳代謝 - shinchintaisha - renewal, replacement, regeneration, rejuvenation; metabolism
陳腐 - chinpu - stale, hackneyed, cliched"
賃,fare,chin,"賃金 - chingin - wages; cash payment of rent
賃貸 - chintai - lease, rent, hire
家賃 - yachin - rent"
秩,regularity,chitsu,"秩序 - chitsujo - order, discipline, regularity, system, method
無秩序 - muchitsujo - disorder, chaos, confusion"
窒,plug up,chitsu,"窒素 - chisso - nitrogen (N)
窒息 - chissoku - suffocation, choking, asphyxia"
貯,savings,cho,"貯金 - chokin - putting money aside, savings, deposit (e.g. in a bank); accumulated surplus of wins, wins in the bank
貯蓄 - chochiku - savings
貯蔵 - chozou - storage, preservation"
勅,imperial order,choku,"勅 - choku - imperial decree, imperial edict
勅使 - chokushi - imperial envoy, imperial messenger
勅撰 - chokusen - compilation for the emperor, emperor's literary production"
捗,make progress,choku,"進捗 - shinchoku - progress, being under way
捗る - hakadoru - to make progress, to move right ahead (with the work), to advance"
庁,government office,chou,"省庁 - shouchou - ministries and government offices, the authorities
庁 - chou - government office, agency, board
警視庁 - keishichou - Metropolitan Police Department (esp. Tokyo)"
帳,account book,chou,"帳 - chou - book, register
手帳 - techou - notebook, memo pad, (pocket) diary
通帳 - tsuuchou - passbook, bankbook"
腸,intestines,chou,"腸 - chou - guts, bowels, intestines
大腸 - daichou - large intestine, large bowel, colon
胃腸 - ichou - stomach and intestines, gastrointestinal tract, digestive organs"
徴,indications,chou,"特徴 - tokuchou - feature, trait, characteristic, peculiarity, distinction
象徴 - shouchou - (abstract) symbol, emblem, representation
徴収 - choushuu - collection (of fees, taxes, etc.), levy"
宙,mid-air,chuu,"宇宙 - uchuu - universe, cosmos, space
宇宙船 - uchuusen - spaceship
宙 - chuu - space, air, midair; (from) memory, (by) heart"
忠,loyalty,chuu,"忠実 - chuujitsu - faithful, devoted, loyal, honest, true
忠 - chuu - loyalty, devotion, fidelity, faithfulness; inspector of the Imperial Prosecuting and Investigating Office (ritsuryo system)
忠誠 - chuusei - loyalty, sincerity, allegiance, fidelity, integrity"
抽,pluck,chuu,"抽象 - chuushou - abstraction
抽選 - chuusen - lottery, raffle, drawing (of lots)
抽出 - chuushutsu - extraction, abstraction; selection (from a group), sampling"
衷,inmost,chuu,"折衷 - setchuu - compromise, cross, blending, eclecticism
和洋折衷 - wayousetchuu - blending of Japanese and Western styles
衷心 - chuushin - innermost feelings"
酎,sake,chuu,焼酎 - shouchuu - shochu
駐,stop-over,chuu,"駐車 - chuusha - parking (e.g. car)
駐在 - chuuzai - residence, stay, (job) posting, being stationed (overseas, etc.)
常駐 - jouchuu - permanent stationing, staying permanently; resident (program, file, etc.)"
妥,gentle,da,"妥当 - datou - valid, proper, right, appropriate, reasonable
妥協 - dakyou - compromise, giving in"
堕,degenerate,da,"堕落 - daraku - depravity, corruption, degradation
堕胎 - datai - abortion, feticide
自堕落 - jidaraku - self-indulgent, undisciplined, slovenly, debauched, negligent"
惰,lazy,da,"怠惰 - taida - lazy, idle, indolent, slothful
惰性 - dasei - inertia; force of habit
惰眠 - damin - indolence, inactivity"
駄,burdensome,da,"無駄 - muda - futility, waste, uselessness, pointlessness, idleness
駄目 - dame - no good, not serving its purpose, useless, broken; hopeless, wasted, in vain, purposeless
無駄遣い - mudazukai - waste (of money, time, etc.), squandering, frittering away"
第,ordinal number prefix,dai,"第 - dai - prefix for forming ordinal numbers
次第 - shidai - depending on; as soon as, immediately (upon)
次第に - shidaini - gradually (progress into a state); in sequence, in order, in turn"
題,topic,dai,"問題 - mondai - question (e.g. on a test), problem; problem (e.g. societal, political), question, issue, subject (e.g. of research), case, matter
話題 - wadai - topic, subject
課題 - kadai - subject, theme, issue, matter; homework, assignment"
諾,consent,daku,"承諾 - shoudaku - consent, approval, acceptance, agreement, compliance
許諾 - kyodaku - consent
快諾 - kaidaku - ready consent"
団,group,dan,"団体 - dantai - organization, organisation, association
団 - dan - body, group, party, company, troupe
集団 - shuudan - group, mass"
段,steps,dan,"普段 - fudan - usual, normal, everyday, habitual, ordinary; usually, normally, generally, habitually, always
値段 - nedan - price, cost
段階 - dankai - grade, level, stage, class, phase, steps, order, gradation"
談,discuss,dan,"相談 - soudan - consultation, discussion, discussing, asking (somebody) for advice
冗談 - joudan - jest, joke, funny story
余談 - yodan - digression, sequel (of a story)"
壇,podium,dan,"俳壇 - haidan - the world of the haiku
登壇 - toudan - taking the podium, mounting the rostrum, going on stage to give a speech, etc.
花壇 - kadan - flower bed"
誰,who (question word),dare,"誰 - dare - who
誰か - dareka - someone, somebody
誰々 - daredare - so-and-so; who?, which people?"
電,electricity,den,"電話 - denwa - telephone call, phone call
電車 - densha - train, electric train
電源 - dengen - source of electricity, electrical power; power (button on TV, etc.)"
奴,guy,do,"奴 - yakko - servant (esp. a samurai's attendant); chivalrous man (c. Edo period)
奴隷 - dorei - slave, servant; slavery
奴ら - yatsura - they, those guys"
毒,poison,doku,"毒 - doku - poison, toxicant; harm, evil influence
中毒 - chuudoku - poisoning; addiction
気の毒 - kinodoku - pitiful, unfortunate, poor, miserable, wretched; unpardonable, regrettable"
丼,bowl of food,donburi,"丼 - donburi - porcelain bowl
天丼 - tendon - tempura served over a bowl of rice; (in comedy) repeating the same gag or silly line
うな丼 - unadon - bowl of eel and rice (donburi)"
胴,trunk,dou,"胴体 - doutai - body, trunk, torso, hull (boat), fuselage (aircraft)
胴 - dou - trunk, torso, body, abdomen, waist; plastron (in kendo), touching the plastron (kimari-te in kendo)
胴上げ - douage - lifting a person high (in celebration), tossing someone into the air, carrying someone on shoulders"
堂,public chamber,dou,"堂 - dou - temple, shrine, chapel; hall
堂々 - doudou - magnificent, grand, impressive, dignified, majestic, imposing, stately; fair, square, open, unashamed, brazen
食堂 - shokudou - dining room, dining hall, cafeteria, messroom; restaurant, eatery, snack bar, diner"
銅,copper,dou,"銅 - dou - copper (Cu)
銅像 - douzou - bronze statue
銅メダル - doumedaru - bronze medal"
英,england,ei,"英語 - eigo - English (language)
英国 - eikoku - Great Britain, the United Kingdom
英文 - eibun - English writing, English sentence, English text"
衛,defense,ei,"防衛 - bouei - defense, defence, protection
自衛隊 - jieitai - self-defence force, self-defense force; Japan Self-Defence Force, JSDF
衛生 - eisei - hygiene, sanitation, health"
疫,epidemic,eki,"免疫 - men'eki - immunity, immunization, immunisation; being hardened (to), being unaffected (by), being accustomed (to)
疫学 - ekigaku - epidemiology, the study of epidemics
検疫 - ken'eki - quarantine, medical inspection"
益,benefit,eki,"利益 - rieki - profit, gains; benefit, advantage, interest (of the public, etc.)
収益 - shuueki - earnings, proceeds, returns, revenue
有益 - yuueki - beneficial, profitable, useful, helpful, instructive"
液,fluid,eki,"血液 - ketsueki - blood
液晶 - ekishou - liquid crystal
液 - eki - liquid, fluid"
駅,station,eki,"駅 - eki - railway station, train station; staging post on a highway (in pre-modern Japan)
駅前 - ekimae - in front of a station
最寄り駅 - moyorieki - nearest station"
宴,banquet,en,"宴会 - enkai - party, banquet, reception, feast, dinner
披露宴 - hirouen - reception (e.g. wedding), banquet, celebration, party
宴 - utage - party, banquet, feast"
媛,princess,en,"才媛 - saien - literary woman, talented woman"
援,aid,en,"支援 - shien - support, backing, aid, assistance
応援 - ouen - aid, assistance, help, reinforcement, rooting, barracking, support, cheering
援助 - enjo - assistance, aid, support"
演,perform,en,"演奏 - ensou - musical performance
出演 - shutsuen - performance, appearance (in a stage, film, TV show, etc.)
演出 - enshutsu - production (e.g. play), direction"
悦,ecstasy,etsu,"満悦 - man'etsu - great delight, rapture
悦 - etsu - self-satisfaction, rejoicing
悦楽 - etsuraku - enjoyment, pleasure"
謁,audience,etsu,"謁見 - ekken - audience (with a superior, e.g. nobility)
拝謁 - haietsu - having an audience with someone of very high social standing (e.g. the emperor)"
閲,review,etsu,"閲覧 - etsuran - inspection, reading, perusal; browsing (the web)
検閲 - ken'etsu - censorship, inspection, examination
閲読 - etsudoku - reading, perusal"
扶,aid,fu,"扶助 - fujo - aid, help, assistance, support
扶養 - fuyou - support (e.g. of one's dependents), maintenance
食い扶持 - kuibuchi - cost of one's food"
府,urban prefecture,fu,"政府 - seifu - government, administration
府 - fu - (metropolitan) prefecture (of Osaka and Kyoto); the centre or seat (of) (center)
都道府県 - todoufuken - administrative divisions of Japan: Tokyo-to, Hokkai-do, Osaka-fu, Kyoto-fu and remaining prefectures"
阜,mound,fu,岐阜 - gifu - Gifu (city)
附,affixed,fu,
訃,obituary,fu,"訃報 - fuhou - news of a person's death, obituary"
婦,lady,fu,"夫婦 - fuufu - married couple, husband and wife, man and wife; his and hers
主婦 - shufu - housewife, mistress (of the house), homemaker
婦人 - fujin - woman, lady, adult female"
符,token,fu,"切符 - kippu - ticket
音符 - onpu - musical note, note symbol; phonetic symbol (incl. the kanji and kana-doubling symbols, vowel-lengthening symbol, etc.)
符 - fu - charm, talisman, amulet; tally"
普,universal,fu,"普通 - futsuu - general, ordinary, usual; normally, generally, usually
普段 - fudan - usual, normal, everyday, habitual, ordinary; usually, normally, generally, habitually, always
普及 - fukyuu - diffusion, spread, popularization, promulgation, familiarization"
膚,skin,fu,"皮膚 - hifu - skin
完膚 - kanpu - unwounded skin"
賦,levy,fu,"賦 - fu - poem; narrative (style of the Shi Jing)
割賦 - kappu - allotment, quota, payment in installments, payment in instalments, hire-purchase
天賦 - tenpu - natural (e.g. talent), innate, inborn, inherent"
譜,musical score,fu,"楽譜 - gakufu - score, sheet music
年譜 - nenpu - chronological record
新譜 - shinpu - newly-released music, new release (CD, album, etc.); new score, new composition"
服,clothes,fuku,"服 - fuku - clothes (esp. Western clothes); counter for doses of medicine, gulps of tea, drags of a cigarette, etc.
洋服 - youfuku - Western-style clothes (cf. traditional Japanese clothes)
服装 - fukusou - garments, attire"
副,vice,fuku,"副 - fuku - assistant, associate, vice-, sub-, deputy, substitute, auxiliary, supplementary, additional, collateral; duplicate, copy
副作用 - fukusayou - side effect, adverse reaction
副業 - fukugyou - side job, sideline, subsidiary business"
復,again,fuku,"回復 - kaifuku - restoration, rehabilitation, recovery, return, replevin, improvement; recovery (from an illness), recuperation, convalescence
復活 - fukkatsu - revival (e.g. musical), come-back; restoration, rebirth, resurrection
復興 - fukkou - revival, reconstruction, restoration, rebuilding, recovery, renaissance"
福,luck,fuku,"福岡 - fukuoka - Fukuoka (city)
幸福 - koufuku - happiness, well-being, joy, welfare, blessedness
福祉 - fukushi - welfare, well-being, social welfare, social security, social service"
複,duplicate,fuku,"複数 - fukusuu - plural, multiple, several
複雑 - fukuzatsu - complex, complicated, intricate, mixed (feelings)
複合 - fukugou - composite, combined, complex"
雰,atmosphere,fun,"雰囲気 - fun'iki - atmosphere, mood, ambience, ambiance, aura, feel; a certain air, presence, special aura, something (about someone)"
墳,tomb,fun,"古墳 - kofun - ancient burial mound, barrow, tumulus
前方後円墳 - zenpoukouenfun - keyhole-shaped tumulus (form of ancient Imperial grave)
墳墓 - funbo - grave, tomb"
賀,congratulations,ga,"年賀状 - nengajou - New Year's card
賀 - ga - congratulation
祝賀 - shukuga - celebration, congratulations"
雅,gracious,ga,"優雅 - yuuga - elegant, graceful, refined
雅 - miyabi - refinement, elegance, grace
風雅 - fuuga - elegance, grace, refinement, good taste"
餓,starve,ga,"飢餓 - kiga - starvation, famine, hunger
餓死 - gashi - (death from) starvation, starving to death
餓鬼 - gaki - brat, kid, urchin, little devil; preta, hungry ghost"
劾,censure,gai,"弾劾 - dangai - impeachment; denunciation, accusation, censure, arraignment"
害,harm,gai,"被害 - higai - (suffering) damage, injury, harm
障害 - shougai - obstacle, impediment, hindrance, difficulty, barrier; handicap, impairment, disability, disorder, malfunction
災害 - saigai - calamity, disaster, misfortune"
涯,horizon,gai,"生涯 - shougai - life, lifetime, career; for life, all one's life, throughout one's life, as long as one lives
境涯 - kyougai - circumstances, one's situation or lot in life
涯 - hate - horizon"
慨,rue,gai,"感慨 - kangai - deep emotion, strong feelings
感慨深い - kangaibukai - deeply emotive, moving
憤慨 - fungai - indignation, resentment"
該,above-stated,gai,"該当 - gaitou - corresponding to, being applicable to, being relevant to, coming under, falling under, fulfilling (requirements), meeting (conditions), qualifying for
当該 - tougai - appropriate (e.g. authorities), concerned, relevant, said, aforementioned, competent, applicable, respective
該 - gai - said, matter in question"
概,outline,gai,"概念 - gainen - general idea, concept, notion
概要 - gaiyou - outline, summary, overview, abridgment, synopsis
概ね - oomune - in general, generally, mostly, roughly, largely, mainly, on the whole, by and large; gist, point, main idea"
骸,dead remains,gai,"残骸 - zangai - ruins, wreckage
死骸 - shigai - (dead) body, corpse, carcass, remains
亡骸 - nakigara - remains, corpse, (dead) body"
玩,trifle with,gan,"玩具 - omocha - toy, plaything
愛玩 - aigan - caring for (esp. a pet or a small object), cherishing, being fond of, prizing, treasuring"
頑,stubborn,gan,"頑張り - ganbari - tenacity, endurance
頑張る - ganbaru - to persevere, to persist, to keep at it, to hang on, to hold out, to do one's best; to insist that, to stick to (one's opinion)
頑張れ - ganbare - hold on, go for it, keep at it, do your best"
芸,art,gei,"芸術 - geijutsu - (fine) art, the arts
文芸 - bungei - literature; the arts, art and literature, liberal arts
芸人 - geinin - entertainer (esp. in a traditional art), performer, artiste; talented person, accomplished person"
劇,drama,geki,"劇 - geki - drama, play
劇場 - gekijou - theatre, theater, playhouse
悲劇 - higeki - tragedy, tragic drama, tragic play; tragedy, calamity, disaster"
玄,mysterious,gen,"玄関 - genkan - entrance, front door, entryway, entranceway, entry hall, vestibule, porch, foyer, mud room
玄米 - genmai - unpolished rice, unmilled rice, brown rice
玄人 - kurouto - expert, professional, master, connoisseur; woman in the nightlife business, demimondaine, geisha and prostitutes"
舷,gunwale,gen,"舷側 - gensoku - ship's side, broadside
舷 - gen - side of a boat, gunwale"
宜,best regards,gi,"宜しく - yoroshiku - well, properly, suitably; best regards, please remember me, please treat me favorably (favourably), please take care of, please do
適宜 - tekigi - suitable, appropriate, fitting, proper; appropriately, accordingly, as required, at one's discretion
宜しい - yoroshii - good, OK, all right, fine, very well, will do, may, can"
義,righteousness,gi,"主義 - shugi - doctrine, rule, principle, -ism
定義 - teigi - definition
講義 - kougi - lecture"
儀,ceremony,gi,"儀式 - gishiki - ceremony, rite, ritual, service
葬儀 - sougi - funeral service
余儀なく - yoginaku - unavoidably, necessarily, inevitably"
擬,mimic,gi,"模擬 - mogi - imitation, sham, mock; simulation
擬音 - gion - imitative sound (in film, theatre, etc.), sound effect
擬人 - gijin - simulation of a person"
犠,sacrifice,gi,"犠牲 - gisei - sacrifice, victim, scapegoat; sacrifice (to the gods)"
議,deliberation,gi,"不思議 - fushigi - wonderful, marvelous, strange, incredible, amazing, curious, miraculous, mysterious
議論 - giron - argument, discussion, dispute, controversy
会議 - kaigi - meeting, conference, session, assembly, council, convention, congress"
吟,versify,gin,"吟味 - ginmi - close examination, careful selection, testing, scrutiny; examination of criminal charges
吟行 - ginkou - going to famous sightseeing spots, ruins, etc. seeking inspiration for waka or haiku; reciting or composing poetry while strolling
独吟 - dokugin - vocal solo; solo recitation of traditional poetry, noh verse, etc."
銀,silver,gin,"銀行 - ginkou - bank
銀 - gin - silver (Ag); silver coin, money
銀座 - ginza - Ginza (shopping district in Tokyo); (Edo period) silver mint"
午,noon,go,"午後 - gogo - afternoon, p.m.
午前 - gozen - morning, a.m.
正午 - shougo - noon, midday"
呉,give,go,"呉 - go - Wu; Wu, Southern Wu
呉服 - gofuku - cloth (for Japanese clothes), kimono fabrics, textile, drapery, dry goods, piece goods; silk fabrics"
娯,recreation,go,"娯楽 - goraku - pleasure, amusement"
碁,Go,go,"囲碁 - igo - go
碁盤 - goban - Go board
碁石 - goishi - go stone, go piece"
護,safeguard,go,"保護 - hogo - protection, safeguard, guardianship, custody, patronage; preservation, conservation
看護 - kango - nursing, (army) nurse
弁護士 - bengoshi - lawyer, attorney"
獄,prison,goku,"地獄 - jigoku - hell
脱獄 - datsugoku - prison breaking, jailbreak, gaolbreak
獄 - goku - jail, gaol, prison"
号,number,gou,"号 - gou - number, edition, make, model, issue, part of that group; sobriquet, pen-name
番号 - bangou - number, series of digits
信号 - shingou - signal, signalling, signaling; traffic light, traffic signal"
拷,torture,gou,拷問 - goumon - torture
剛,sturdy,gou,"剛 - gou - strong, hard, manly
剛力 - gouriki - herculean strength, mountain carrier-guide
剛性 - gousei - hardness, rigidity"
傲,be proud,gou,"傲慢 - gouman - haughty, arrogant, insolent, proud, overbearing
傲岸 - gougan - haughty, arrogant, supercilious"
豪,overpowering,gou,"豪華 - gouka - wonderful, gorgeous, splendor, splendour, pomp, extravagance
富豪 - fugou - wealthy person, millionaire
豪雨 - gouu - torrential rain, heavy rain, cloudburst, downpour"
具,tool,gu,"具体 - gutai - concrete, tangible, material
具合 - guai - condition, state; health, state (of health)
道具 - dougu - tool, implement, instrument, utensil, apparatus, device; means"
惧,dread,gu,"危惧 - kigu - apprehensions, misgivings, uneasiness, anxiety, fear"
軍,army,gun,"軍 - gun - army, force, troops
軍事 - gunji - military affairs
軍隊 - guntai - armed forces, military, troops"
郡,county,gun,"郡 - gun - district, county; district (of 2-20 50-home neighbourhoods or townships, in the ritsuryo period)
郡司 - gunji - district governor (Ritsuryo period)"
偶,accidentally,guu,"偶然 - guuzen - coincidence, chance, accident, fortuity; by chance, unexpectedly, accidentally
配偶 - haiguu - combination
偶 - tama - occasional, infrequent, rare"
遇,interview,guu,"遭遇 - souguu - encounter, being confronted with (e.g. difficulty), meeting with (e.g. accident)
優遇 - yuuguu - favorable treatment, favourable treatment, hospitality, warm reception, good treatment, hearty welcome
待遇 - taiguu - treatment, reception, service; working conditions, salary, pay, remuneration"
把,grasp,ha,"把握 - haaku - grasp, catch, understanding
大雑把 - oozappa - rough (as in not precise), broad, sketchy
把 - wa - counter for bundles"
派,sect,ha,"派 - ha - clique, group, coterie; (political) faction, wing, party
派遣 - haken - dispatch, despatch, deployment
立派 - rippa - splendid, fine, handsome, elegant, imposing, prominent; praiseworthy, creditable, worthy"
覇,hegemony,ha,"制覇 - seiha - conquest, domination, mastery
覇権 - haken - hegemony
覇者 - hasha - supreme ruler, conqueror; champion, winner, titleholder"
鉢,bowl,hachi,"鉢 - hachi - bowl, pot, basin; flowerpot
鉢植え - hachiue - potted plant
植木鉢 - uekibachi - flowerpot, plant pot"
肌,texture,hada,"肌 - hada - skin; body (in the context of intimate bodily contact)
美肌 - bihada - beautiful skin
鳥肌 - torihada - gooseflesh, goose pimples, goose bumps"
肺,lungs,hai,"肺 - hai - lung
肺炎 - haien - pneumonia
心肺 - shinpai - heart and lungs; cardiopulmonary"
俳,haiku,hai,"俳句 - haiku - haiku
俳人 - haijin - haiku poet
俳優 - haiyuu - actor, actress, player, performer"
排,repudiate,hai,"排除 - haijo - exclusion, removal, rejection, elimination, abatement, lifting (sanctions, etc.)
排出 - haishutsu - evacuation, emission (e.g. of CO2, etc.), ejection
排気 - haiki - exhaust, emission (of gas from an engine); expulsion (of air), ventilation"
輩,comrade,hai,"先輩 - senpai - senior (at work or school), superior, elder, older graduate, progenitor, old-timer
後輩 - kouhai - junior (at work, school, etc.), younger people, younger student
輩 - tomogara - comrade, fellow"
